funding,team_experience,market_size,competition,business_model,years_operating,burn_rate,revenue_growth,debt_ratio,failure
332932,9,4,1,3,2,0.579,1.148,1.823,1
6903420,1,8,1,3,5,0.51,0.818,0.922,0
4186869,9,2,7,8,14,0.719,0.898,1.507,1
1165445,1,5,3,3,4,0.337,0.114,0.081,1
8895908,7,7,9,9,13,0.528,0.576,0.113,0
2692376,8,6,2,3,7,0.875,0.993,0.169,1
9485869,2,4,3,4,5,0.817,0.871,1.584,0
3410489,1,8,2,1,11,0.214,0.076,0.241,1
2490348,5,8,1,9,0,0.291,1.39,1.554,0
899215,5,8,3,7,1,0.096,1.183,1.013,0
1490383,7,8,8,9,8,0.654,-0.077,1.827,1
2132265,4,5,5,7,13,0.581,0.576,0.154,0
7654380,9,2,3,9,10,0.482,0.939,1.921,0
6056377,2,1,9,5,4,0.243,-0.101,1.922,1
3120191,3,1,1,6,8,0.628,0.196,1.38,1
904080,6,2,7,9,4,0.294,0.154,1.151,1
996713,8,5,8,5,6,0.658,0.673,0.952,1
8907507,5,9,3,9,1,0.367,-0.003,1.01,0
1778053,6,6,4,7,6,0.413,0.764,1.768,1
1466267,4,8,1,8,10,0.374,0.387,0.944,1
7348261,5,9,3,5,0,0.649,0.354,0.525,0
5153633,5,7,3,6,13,0.317,-0.13,1.322,1
4439988,7,5,5,4,9,0.242,0.647,1.458,1
6919658,6,7,4,8,1,0.344,-0.134,0.95,1
3384731,2,8,7,9,4,0.593,0.366,0.363,1
8003039,5,5,8,3,13,0.575,1.14,1.139,0
8671771,8,2,4,9,11,0.736,0.857,0.049,0
6004611,9,9,4,9,7,0.195,-0.222,0.217,0
2281470,6,3,1,2,7,0.579,0.139,0.917,1
4175269,9,1,9,8,4,0.508,1.299,0.748,0
4991253,6,8,7,9,5,0.556,1.439,1.261,0
3871186,1,8,9,6,12,0.102,0.571,0.788,1
1678950,9,7,6,4,14,0.266,-0.233,0.015,1
3196851,6,6,2,9,14,0.869,0.233,0.774,1
2270281,9,8,3,6,6,0.426,0.858,1.026,0
3802117,3,9,5,1,12,0.113,-0.161,1.187,1
3025972,3,1,3,7,5,0.743,0.179,1.698,1
557717,4,3,6,6,3,0.206,1.063,1.356,1
9096107,8,4,9,6,11,0.941,1.001,1.818,0
2343294,8,7,6,4,2,0.893,0.548,1.616,1
1381740,6,5,8,1,12,0.223,1.009,1.507,1
6286905,1,8,1,1,9,0.852,0.768,0.505,0
147518,7,4,3,9,9,0.901,0.283,1.157,1
3276536,5,1,5,2,1,0.118,1.423,0.292,0
9718328,3,4,3,7,9,0.912,0.484,1.586,0
2809666,9,5,2,4,0,0.514,1.396,1.37,0
7194954,6,2,8,9,8,0.084,1.211,1.53,0
6256876,2,6,6,3,7,0.919,0.995,0.539,1
6283311,3,6,4,9,8,0.249,0.677,1.665,0
6770723,2,5,7,1,10,0.722,1.293,1.141,0
9630519,7,8,2,3,2,0.613,0.97,1.015,0
1219236,2,9,5,5,11,0.798,0.927,0.304,1
1044737,8,4,4,8,10,0.33,0.415,1.273,1
157185,5,8,8,5,13,0.168,0.932,0.95,1
9426445,8,8,3,9,4,0.819,-0.268,1.342,0
4441135,9,2,1,6,11,0.36,1.37,0.883,0
536947,4,7,9,8,13,0.082,0.115,1.629,1
3181287,4,6,6,8,8,0.197,0.357,0.53,1
4872441,6,3,9,4,6,0.494,0.48,1.974,1
8150798,7,9,9,7,0,0.303,1.162,1.959,0
9378718,5,7,6,5,14,0.289,0.677,1.248,0
4050875,5,9,4,6,3,0.355,0.933,0.653,0
9695737,1,6,5,4,11,0.181,0.564,1.75,0
5292839,2,1,3,7,6,0.782,0.157,1.994,1
9823304,6,9,9,9,1,0.275,0.363,0.477,0
3291383,3,5,4,4,4,0.149,0.332,1.857,1
8054678,4,2,9,1,7,0.092,0.645,0.125,0
195492,1,2,1,8,7,0.247,0.278,1.27,1
9123333,1,7,6,4,4,0.224,-0.024,0.927,0
262528,5,3,5,2,8,0.634,-0.176,1.354,1
1449138,7,6,3,5,8,0.373,1.172,1.121,1
8219609,1,5,3,7,14,0.108,1.412,0.861,0
6686617,6,9,9,6,5,0.681,0.017,1.057,1
5783682,4,9,7,6,4,0.81,-0.143,0.409,0
3615162,8,6,4,6,14,0.854,0.316,0.198,0
4500350,8,7,1,3,8,0.406,1.16,0.41,0
6053402,8,2,3,6,10,0.515,-0.103,0.89,0
1280612,2,9,3,5,0,0.119,0.497,1.977,1
5332252,8,7,8,9,0,0.142,1.296,1.49,0
8030412,6,4,8,5,10,0.08,-0.056,1.364,0
417968,9,4,7,4,12,0.835,1.137,0.112,1
9360132,2,5,4,2,5,0.57,1.462,1.575,0
2650622,7,2,2,5,12,0.92,0.883,0.538,1
8842002,1,3,2,9,14,0.266,1.05,0.542,0
5177926,4,9,7,7,5,0.525,1.223,1.466,1
1965892,5,3,8,2,1,0.435,-0.111,1.37,1
7859933,2,5,5,3,1,0.733,0.145,1.447,1
4453326,3,1,7,7,10,0.374,0.768,1.441,1
6385496,4,8,8,6,8,0.94,0.375,0.507,0
6609788,9,3,6,1,8,0.665,0.252,1.134,1
5891364,2,7,3,1,5,0.369,0.05,0.721,1
8468000,6,5,7,5,12,0.686,1.012,1.567,0
4930676,3,6,5,7,7,0.292,0.551,0.337,1
8409518,6,2,6,1,1,0.322,0.864,1.056,0
3578928,4,4,8,9,13,0.467,0.469,1.243,1
389007,2,5,3,4,9,0.302,-0.229,1.155,1
2217839,5,6,5,3,13,0.949,0.624,1.156,1
2776148,6,8,4,2,1,0.201,0.666,0.282,1
5487560,8,3,4,9,12,0.804,0.667,0.06,0
439947,9,2,3,2,9,0.903,0.002,1.724,1
8434702,9,4,8,9,0,0.062,1.221,1.986,0
7531851,1,7,8,2,8,0.236,0.823,1.953,0
1419831,6,4,6,1,7,0.275,0.146,0.025,1
5140829,9,8,8,7,10,0.629,0.976,1.868,0
714835,4,7,3,2,11,0.857,0.858,1.841,1
2132688,3,7,7,7,0,0.879,1.341,0.87,1
3160287,3,6,9,6,0,0.107,0.899,0.769,1
5959599,7,3,7,6,2,0.159,0.778,0.758,0
1124840,2,7,5,3,14,0.491,-0.269,0.683,1
3480782,8,3,5,2,3,0.093,1.397,0.303,0
8111201,6,4,2,8,3,0.528,0.822,1.605,0
1374209,7,5,7,8,1,0.115,0.975,1.157,1
7674100,8,9,6,9,10,0.26,0.397,0.796,0
6935560,3,1,2,7,4,0.644,0.64,1.2,0
577735,5,5,1,1,13,0.37,0.43,1.738,1
1843556,8,7,3,3,3,0.904,0.1,0.518,1
911257,3,8,4,4,12,0.581,0.836,1.871,0
9852008,4,9,1,1,0,0.865,-0.059,0.846,0
4269540,2,8,8,6,3,0.772,1.373,1.89,1
1574174,8,3,9,2,5,0.553,0.603,1.507,1
1096777,4,1,3,8,10,0.845,0.388,1.338,1
8676056,2,5,2,3,1,0.092,1.291,0.278,0
3338544,6,8,2,4,8,0.63,0.183,0.173,0
3656920,8,9,4,9,13,0.934,0.69,0.911,0
8206320,2,2,7,1,5,0.271,0.649,1.512,0
8053974,2,1,6,1,7,0.478,0.896,1.582,1
9810169,4,5,7,8,8,0.64,-0.265,0.64,0
1537869,2,9,9,8,12,0.808,0.357,0.558,1
9464935,9,7,4,4,0,0.903,-0.28,0.325,0
1928880,7,5,5,8,6,0.819,-0.033,1.125,1
9743431,7,9,8,9,3,0.589,1.09,1.75,0
7091262,5,9,8,6,1,0.556,-0.261,1.358,0
6522992,1,2,4,4,5,0.174,0.536,0.69,1
2960288,4,7,1,4,3,0.134,0.701,1.742,1
5892659,3,7,6,5,14,0.758,0.998,0.664,0
3053271,9,7,6,5,1,0.079,1.145,0.549,0
9535557,7,7,4,4,5,0.464,1.025,0.865,0
7539793,5,7,9,2,4,0.411,0.924,0.636,0
4755759,7,1,4,4,11,0.737,1.482,1.63,0
9846070,4,4,2,2,0,0.728,0.979,1.511,0
7302422,3,6,5,3,0,0.471,0.156,0.885,1
4279573,2,4,2,5,6,0.119,0.087,1.219,1
7080158,3,5,9,5,6,0.489,1.419,0.467,0
4763814,9,5,4,7,1,0.188,0.372,1.78,0
4285517,8,7,2,2,5,0.482,0.108,0.815,1
4220562,7,4,2,9,13,0.325,0.672,0.351,0
1176123,7,6,6,4,12,0.56,0.134,1.783,1
5033982,9,8,2,9,13,0.434,0.271,1.911,0
5690297,5,5,8,9,14,0.673,0.726,0.313,0
1103241,9,3,9,8,6,0.657,0.201,0.783,1
9531136,2,5,4,3,14,0.89,1.125,1.584,0
4020503,5,8,1,4,9,0.433,1.13,0.007,0
4752682,5,5,8,1,0,0.551,0.458,1.809,1
8097981,5,4,6,1,4,0.305,0.034,1.568,1
7634882,6,2,8,8,4,0.192,0.809,0.956,0
9993942,1,3,2,8,2,0.665,1.335,0.982,0
2707316,6,7,2,7,6,0.389,0.021,0.353,1
2656261,1,8,9,4,5,0.202,1.007,1.998,1
546942,7,4,7,9,13,0.702,0.981,1.151,1
4948114,2,4,4,3,6,0.592,-0.067,0.811,1
3386916,6,7,7,9,5,0.4,-0.018,0.912,1
2584979,7,7,9,5,13,0.848,1.122,0.15,1
8846276,7,1,5,6,8,0.509,0.574,1.724,0
9870674,4,8,4,5,3,0.506,0.649,1.5,0
2614325,7,3,5,4,0,0.463,0.948,1.158,1
5557062,7,6,4,4,11,0.345,0.127,0.4,0
8510171,2,8,4,2,13,0.589,1.279,0.902,0
3735001,9,9,3,3,6,0.884,1.242,0.175,0
9485639,6,1,6,9,12,0.312,1.43,1.603,0
8835798,6,9,5,9,14,0.341,1.26,0.616,0
9594933,2,6,4,6,2,0.392,0.525,1.125,0
6464012,7,8,7,4,0,0.447,0.801,1.562,0
7916678,5,2,7,4,13,0.787,-0.228,1.308,1
6619074,5,6,6,5,12,0.945,0.677,1.297,0
2339491,1,6,8,9,1,0.406,0.798,0.506,1
4842768,8,4,5,3,5,0.68,1.495,1.422,0
9038209,9,1,2,1,9,0.808,-0.212,1.68,1
4746574,3,4,4,4,8,0.68,1.396,1.96,1
1243673,6,4,4,6,10,0.14,0.309,1.333,1
9979605,4,2,6,3,4,0.183,0.074,0.326,0
2124621,8,4,4,6,2,0.31,0.654,1.694,1
9283018,4,9,9,2,12,0.313,0.274,1.137,0
1780041,6,5,1,4,14,0.545,1.316,0.337,0
8634737,5,8,8,5,0,0.395,0.184,1.436,0
2517811,5,1,9,3,1,0.219,0.148,1.731,1
1843205,1,1,1,1,13,0.267,0.933,1.617,1
4193981,1,9,5,3,0,0.436,0.464,0.979,1
6383254,6,3,6,6,10,0.241,0.599,1.34,0
4102971,9,3,6,8,14,0.277,0.431,0.645,1
7184566,3,8,1,2,0,0.437,0.32,1.176,0
5021228,5,7,3,1,12,0.251,0.375,0.008,1
4676261,9,6,4,6,7,0.785,1.001,0.256,0
7558286,6,4,9,1,1,0.247,0.649,0.608,0
1260281,3,2,8,3,10,0.171,1.281,0.04,1
6244035,6,3,8,9,7,0.915,-0.124,0.923,1
5853774,6,6,9,6,0,0.63,1.377,1.912,0
9042004,6,5,7,3,1,0.318,0.673,1.025,0
5300664,6,4,5,8,5,0.548,0.887,1.046,1
3440064,2,6,1,3,8,0.617,0.911,0.044,1
6700490,5,3,6,4,5,0.721,-0.283,1.026,1
7174197,6,1,4,2,8,0.422,1.377,0.688,0
9712069,2,6,9,6,5,0.81,0.112,1.452,0
8579624,7,8,2,8,0,0.63,-0.237,0.973,0
9524349,7,8,2,1,13,0.438,0.848,0.671,0
3554520,5,5,2,8,5,0.085,0.992,1.246,0
4147135,3,9,2,8,7,0.784,0.183,0.561,0
3877990,7,2,1,9,4,0.35,-0.292,0.989,1
9963419,1,1,7,5,6,0.423,0.444,0.194,0
7822569,7,9,2,4,2,0.611,0.576,0.004,0
2414601,7,3,8,6,0,0.405,0.1,0.775,1
267311,4,1,6,9,6,0.782,1.281,0.074,1
635113,4,7,6,7,1,0.394,-0.145,0.906,1
3024722,5,1,7,4,5,0.623,0.552,1.125,1
4058539,6,9,1,7,7,0.521,1.467,1.542,0
524794,8,4,9,5,6,0.26,0.751,0.339,1
2589970,9,8,8,1,9,0.33,0.358,0.025,0
4749605,9,4,3,7,10,0.736,0.427,0.036,0
1521712,9,3,7,9,13,0.317,0.066,1.024,1
1184873,5,2,7,3,9,0.926,1.058,1.814,1
5908620,9,3,5,1,6,0.593,0.023,1.998,1
6602910,3,5,2,6,0,0.084,0.495,1.931,0
9246340,3,7,5,4,8,0.766,0.077,0.392,0
896411,7,4,5,7,9,0.218,0.252,1.347,1
3077380,8,8,8,7,5,0.402,0.765,0.824,1
6409966,5,7,5,6,4,0.621,0.984,1.37,0
3515014,1,7,9,7,6,0.688,0.771,0.176,0
4178740,5,9,8,2,5,0.409,0.294,1.425,1
3423549,6,9,3,5,4,0.315,0.421,1.025,1
4038053,6,5,1,4,14,0.124,1.231,1.561,0
123528,1,3,8,2,1,0.111,1.058,1.988,1
2165678,9,7,1,3,5,0.798,1.012,0.401,1
2586639,8,9,7,1,5,0.557,-0.169,0.243,1
7168066,7,4,6,1,6,0.871,0.393,0.662,0
8986621,4,7,3,8,14,0.758,0.045,1.036,0
5121731,5,6,7,5,10,0.426,0.059,0.254,1
5793545,7,3,4,1,11,0.075,0.99,0.835,0
1772954,8,7,1,1,13,0.608,1.0,0.8,1
4484559,9,7,8,6,9,0.174,1.321,0.248,0
5600075,3,9,2,9,3,0.834,-0.1,1.521,0
8134235,7,8,7,3,4,0.206,-0.036,0.43,0
3792167,5,1,8,5,14,0.297,-0.275,0.072,1
3535638,1,3,5,5,4,0.59,1.081,0.32,1
6519903,7,3,9,4,11,0.382,1.391,1.56,0
125125,2,5,7,9,14,0.464,0.305,1.169,1
2602419,5,1,8,5,7,0.635,1.283,1.304,1
4543977,7,3,7,3,14,0.656,0.899,1.659,1
6539910,1,8,7,8,14,0.519,1.276,1.708,0
3987739,4,6,9,3,8,0.188,1.017,0.53,0
3271522,7,1,8,7,14,0.509,1.014,0.506,1
8488480,5,2,8,8,8,0.073,0.179,1.093,0
3456579,7,5,2,6,1,0.247,1.463,0.02,0
3591589,1,4,8,7,12,0.56,0.581,1.936,1
691341,3,9,8,8,2,0.833,0.485,1.638,1
4071643,5,4,3,9,3,0.781,0.788,1.293,1
7738648,3,1,5,6,0,0.803,-0.278,1.446,1
584757,5,5,7,2,2,0.852,-0.286,1.373,1
875001,7,2,7,9,2,0.616,-0.105,1.819,1
6865290,1,1,4,5,6,0.661,-0.113,1.096,1
8011896,6,3,4,9,6,0.266,1.437,1.454,0
1621917,1,8,3,8,2,0.926,1.159,1.076,1
3745658,2,5,2,8,11,0.63,1.279,0.894,0
4805620,3,8,6,3,5,0.884,0.211,1.789,1
3803936,2,4,6,4,14,0.256,1.107,1.225,1
2847825,6,2,9,8,9,0.468,1.488,1.31,1
129555,1,1,9,8,11,0.524,0.858,1.249,1
3597881,7,1,5,1,8,0.925,0.646,0.423,1
6582204,6,3,2,4,6,0.343,1.144,0.784,0
1367899,6,7,4,9,3,0.631,0.505,0.499,0
6659349,1,9,8,5,2,0.117,-0.144,1.096,1
4442208,7,2,2,3,7,0.786,0.126,1.482,1
6524167,2,2,2,4,2,0.556,0.134,0.23,1
661492,1,8,8,3,7,0.843,1.056,1.984,1
4336097,1,6,8,5,14,0.735,0.452,1.065,1
2107908,9,9,7,7,2,0.456,1.098,0.055,0
5376449,1,2,2,4,8,0.523,1.425,0.451,1
3081001,6,1,4,6,5,0.687,0.4,0.466,1
6668714,5,4,6,2,2,0.405,1.151,0.802,1
2972642,4,3,7,5,14,0.784,0.619,0.628,1
7607709,6,8,2,4,8,0.459,0.393,0.191,0
1869434,2,2,5,8,13,0.592,1.243,1.4,1
9692691,7,8,3,7,10,0.829,-0.137,0.763,0
7682213,9,2,2,9,10,0.331,0.907,1.222,0
2967170,1,4,1,3,7,0.432,0.078,0.328,1
2115439,3,9,5,7,10,0.83,1.119,0.271,0
7064311,4,3,7,8,4,0.511,1.369,0.55,0
2452607,6,5,2,2,12,0.127,1.291,0.603,1
8670754,3,2,2,3,7,0.257,0.448,0.655,0
8467324,5,1,5,4,10,0.67,0.784,1.375,1
4271015,3,4,7,8,14,0.936,0.044,0.523,1
5141315,9,7,5,1,7,0.534,-0.079,1.449,1
6736406,2,5,7,9,1,0.948,0.835,1.425,0
7827302,6,4,1,3,2,0.198,1.065,0.976,0
6915023,5,4,7,9,0,0.104,0.93,1.69,0
573334,7,2,4,2,14,0.685,0.012,0.895,1
4725733,7,2,5,8,4,0.347,-0.241,0.925,1
4559727,5,4,1,5,9,0.468,1.354,0.075,0
6041701,5,5,1,9,0,0.671,-0.274,1.824,1
6848173,3,8,3,2,8,0.59,1.018,0.712,1
9816901,7,1,4,8,9,0.606,0.858,0.093,0
1027923,8,8,1,6,3,0.356,1.432,0.664,0
2696622,7,9,3,2,9,0.136,1.408,1.469,0
4600558,9,3,7,6,4,0.684,0.359,0.275,0
2929594,3,1,7,6,6,0.302,-0.109,1.18,1
7432564,7,4,5,5,6,0.182,0.302,0.07,0
3350848,3,8,8,4,8,0.12,1.466,0.441,1
7129817,8,9,4,1,8,0.277,0.79,0.35,0
9588541,9,4,1,8,3,0.468,0.293,0.07,0
6779173,7,5,1,2,14,0.725,1.258,0.611,0
2690811,9,5,9,6,11,0.871,-0.287,1.541,1
2484553,2,2,6,3,7,0.38,-0.085,1.524,1
8639261,6,7,2,4,8,0.146,0.168,0.858,0
1875588,6,9,6,6,5,0.478,-0.295,0.442,1
7032766,5,9,2,4,9,0.734,0.625,0.309,0
2598317,1,3,1,5,13,0.879,0.272,1.616,1
3790824,2,7,2,4,7,0.243,1.075,1.831,0
3605554,1,1,5,1,0,0.601,0.558,0.049,1
1624914,8,1,2,3,10,0.949,-0.108,1.971,1
6611564,5,5,4,7,3,0.729,0.316,1.068,1
292655,9,1,2,6,2,0.575,0.019,0.765,1
8185126,8,5,5,6,3,0.749,0.515,0.24,0
7939940,2,7,6,8,1,0.3,1.366,0.193,0
2169411,2,3,1,2,1,0.344,0.848,1.63,1
7051858,1,4,7,6,3,0.616,0.197,1.744,1
9312391,6,6,9,4,11,0.854,-0.16,1.147,1
5629771,6,7,6,6,10,0.902,1.465,0.893,0
412712,9,6,7,6,7,0.381,0.213,0.418,1
7743171,7,5,2,3,1,0.652,0.531,0.118,0
2547621,6,9,5,5,9,0.098,0.783,1.02,0
6160124,1,6,2,7,4,0.849,1.384,0.053,0
6907638,7,1,3,1,14,0.784,0.702,1.735,1
7801830,5,3,2,7,0,0.051,-0.191,0.221,0
3556459,7,8,4,4,4,0.927,0.336,0.405,1
9627397,7,4,9,1,12,0.081,0.672,1.821,0
1111069,3,2,3,7,5,0.735,0.263,1.027,1
5784697,4,2,3,5,0,0.168,-0.151,1.342,1
4612088,7,5,6,7,1,0.303,1.066,1.029,0
2711251,2,1,1,5,1,0.696,0.573,1.772,1
8690706,5,1,6,6,14,0.148,0.985,0.769,0
6186031,1,9,4,4,1,0.509,0.689,1.268,0
1227648,5,2,6,8,11,0.833,1.155,1.334,1
7520484,7,8,1,8,0,0.467,0.66,0.393,0
2346987,2,4,3,6,2,0.941,1.01,0.255,1
410501,8,3,4,4,6,0.384,0.848,1.693,1
6356901,7,6,1,2,3,0.238,-0.039,0.115,0
8733026,8,3,9,5,6,0.169,0.751,1.612,0
4085878,8,4,8,5,0,0.169,0.152,1.01,1
6996936,5,4,6,2,10,0.136,1.101,0.512,0
2106785,2,6,3,5,6,0.557,-0.001,1.966,1
5939462,1,7,3,9,9,0.304,1.107,1.28,0
3028461,9,1,6,4,6,0.749,1.422,1.997,1
777698,3,4,4,3,3,0.759,0.018,1.852,1
8797414,5,2,4,2,11,0.144,0.681,0.774,0
3243098,6,8,4,4,2,0.51,0.914,0.716,1
2052273,8,3,2,7,13,0.068,1.017,1.416,0
4099679,6,1,9,4,14,0.884,0.421,1.679,1
5580988,1,2,5,2,0,0.815,0.397,0.399,1
4445518,8,2,3,8,12,0.455,1.142,0.31,0
4075741,1,3,2,2,8,0.671,0.22,1.6,1
4579338,6,2,2,5,11,0.37,0.394,1.142,1
7795191,4,3,1,5,2,0.475,0.269,1.1,1
8968619,4,8,9,5,0,0.104,0.59,1.954,0
5469246,6,3,9,1,6,0.776,1.41,1.198,0
2424856,6,9,1,2,9,0.175,-0.171,0.218,0
5396380,7,7,3,3,13,0.829,0.71,0.234,0
3005833,4,3,7,1,6,0.437,-0.025,1.929,1
9220564,9,9,2,6,13,0.204,-0.086,1.311,0
3878542,5,5,6,3,9,0.129,1.466,1.807,1
9117487,3,1,9,1,10,0.919,1.186,1.395,0
5838640,9,6,1,5,5,0.854,0.811,0.282,0
5058051,7,8,3,1,4,0.097,0.331,0.084,0
9586966,4,2,3,4,9,0.65,1.409,0.951,0
654083,7,1,7,5,10,0.802,0.565,0.185,1
7691829,9,1,6,4,14,0.818,0.243,1.115,0
6272224,6,8,3,4,14,0.152,-0.295,1.536,0
5064058,9,6,6,9,9,0.654,0.816,0.03,0
945534,1,9,7,5,11,0.763,0.553,0.344,1
2348091,9,4,4,5,1,0.823,1.042,1.961,1
7719051,2,1,2,6,14,0.16,1.173,1.729,0
1081020,2,7,5,2,10,0.809,0.451,1.645,1
2539033,6,5,9,4,13,0.169,0.096,0.911,1
840708,5,5,3,2,4,0.591,0.825,0.403,1
503329,2,1,2,9,2,0.693,0.301,1.483,1
3831623,3,2,7,1,5,0.706,1.325,1.163,1
8494378,3,2,9,5,1,0.437,0.934,0.189,0
5155205,7,8,1,9,14,0.097,1.101,1.385,0
3430627,9,3,4,1,13,0.443,-0.128,1.989,1
5889932,8,4,9,3,6,0.811,1.267,1.224,1
4475560,2,7,3,9,9,0.855,0.806,0.372,0
7947158,4,8,5,6,8,0.394,1.028,0.605,0
7793095,9,6,8,5,4,0.678,1.193,0.512,0
3921377,6,3,4,1,13,0.156,0.635,0.947,0
7551918,1,7,8,7,6,0.189,-0.064,1.807,1
211059,7,7,7,3,9,0.084,0.379,1.005,1
4274107,1,7,3,6,11,0.236,1.328,0.522,0
8163755,8,8,3,8,4,0.645,1.027,0.013,0
3758838,7,5,1,3,10,0.92,-0.287,1.368,1
4157680,1,9,1,4,2,0.063,-0.208,0.766,1
5816741,9,7,1,1,4,0.258,-0.284,0.991,0
8268591,2,9,1,1,0,0.288,1.065,1.752,0
8423345,9,6,8,6,13,0.921,-0.069,0.284,0
3930707,3,3,9,4,12,0.532,-0.127,1.936,1
8875198,5,9,3,3,10,0.643,0.667,1.13,0
2861975,5,9,2,7,6,0.094,0.375,1.431,1
3591512,6,7,6,9,0,0.055,0.361,0.293,0
7052191,5,9,1,7,3,0.63,0.927,0.376,0
6645690,7,7,4,6,6,0.709,0.972,1.525,0
6925510,9,8,8,1,7,0.466,-0.004,0.133,0
5803769,7,1,7,1,0,0.349,0.378,1.34,1
7141850,3,2,7,8,2,0.068,0.246,1.543,1
9262762,1,7,5,2,1,0.445,1.137,0.269,0
6702236,1,8,2,2,7,0.527,1.07,0.367,0
3385731,9,7,9,8,3,0.556,1.445,1.422,1
873688,8,2,6,8,9,0.491,0.019,1.308,1
7767399,3,7,5,4,0,0.931,0.011,1.474,1
3034502,7,5,7,4,1,0.269,0.866,0.11,0
5759076,7,7,7,3,5,0.332,-0.3,0.008,1
9439156,1,1,9,7,5,0.692,1.272,0.898,0
3919868,6,4,2,7,4,0.496,0.605,1.687,1
1657041,4,5,4,1,1,0.848,0.942,0.08,1
3774477,8,5,3,7,3,0.853,0.693,0.516,0
6390904,9,9,5,7,14,0.249,0.226,1.512,0
8805416,6,7,7,7,10,0.903,1.372,1.31,0
703479,1,7,6,7,12,0.828,1.379,0.842,1
8056440,3,6,8,6,14,0.608,0.401,0.32,0
8563842,7,9,3,1,10,0.755,0.587,0.553,0
4469915,6,8,6,8,12,0.372,0.214,0.998,0
5199012,3,5,1,4,1,0.514,1.04,0.825,1
1891559,8,3,1,1,11,0.656,0.598,1.396,1
8108885,2,5,6,1,13,0.28,1.375,1.448,0
3751885,3,3,2,5,6,0.234,0.134,0.941,1
5347145,1,7,5,8,2,0.768,0.698,0.136,0
9818931,7,1,6,2,12,0.415,-0.022,1.01,0
9387768,2,3,5,9,4,0.554,1.429,1.329,0
386689,1,5,4,4,3,0.715,0.145,1.596,1
372404,5,5,9,1,12,0.151,0.664,1.343,1
2598702,2,3,9,3,0,0.809,0.22,0.569,1
4994696,6,6,5,6,12,0.057,-0.196,0.366,0
695978,7,6,7,3,9,0.72,0.686,1.728,1
6898322,4,9,4,3,8,0.103,0.878,0.154,0
9128552,2,5,8,7,14,0.809,-0.283,1.79,1
2275933,7,7,8,5,0,0.077,1.084,1.834,0
2975888,5,2,4,7,9,0.393,0.005,0.283,1
7043662,3,3,8,4,0,0.448,1.056,1.381,0
7895747,6,7,6,5,3,0.264,-0.252,0.058,0
9351538,7,2,8,8,3,0.912,0.12,1.304,0
1728509,8,1,4,1,7,0.845,-0.113,1.375,1
2427525,9,1,2,6,9,0.934,0.866,0.266,1
6125159,6,7,2,8,11,0.23,0.128,1.869,0
6831961,5,6,9,5,10,0.629,0.461,2.0,0
646178,4,5,5,9,1,0.557,1.04,0.4,1
3359371,3,2,4,5,4,0.794,1.499,0.951,0
6247195,1,1,1,1,13,0.817,0.689,1.412,1
4979544,6,2,2,6,2,0.634,0.245,0.64,1
3582800,7,7,2,5,8,0.261,0.714,0.613,0
5694408,6,4,9,6,7,0.133,1.28,1.901,0
5567560,7,3,1,2,13,0.798,0.484,1.599,1
360231,8,5,2,2,4,0.699,0.504,0.536,1
3417048,8,5,9,8,12,0.491,0.257,1.711,0
4522557,8,6,7,8,3,0.44,0.699,1.815,0
5824429,4,1,1,5,9,0.705,0.255,0.948,1
5544320,7,3,5,2,13,0.847,0.262,0.716,1
5147104,5,5,3,5,8,0.71,0.906,1.426,0
5208134,4,5,4,9,9,0.268,0.263,1.703,1
86042,6,8,3,3,14,0.906,0.636,0.007,1
9966298,5,1,2,6,2,0.82,0.323,1.952,0
2941170,8,2,4,6,8,0.42,1.069,1.451,1
7585691,7,6,4,1,3,0.09,1.063,0.396,0
6544542,2,1,8,5,7,0.087,1.017,1.022,1
9706099,9,4,9,6,11,0.396,-0.188,1.977,0
4636112,7,5,8,4,2,0.611,0.534,1.002,0
825768,8,7,2,8,13,0.662,1.31,0.921,1
9335226,9,8,4,1,6,0.914,0.698,1.135,0
3951916,2,5,7,8,11,0.558,0.873,1.59,1
7244345,6,3,5,9,14,0.189,0.368,1.444,0
5056853,5,3,5,6,10,0.089,1.42,1.429,0
149505,4,1,8,5,14,0.748,0.539,1.995,1
6394098,1,9,8,8,5,0.639,1.155,1.23,0
569439,2,6,6,2,14,0.523,0.147,0.403,1
3606558,3,3,4,3,6,0.082,-0.241,1.591,1
4459896,6,7,6,3,4,0.182,0.514,0.679,0
8034434,3,6,9,1,6,0.717,1.01,1.981,1
6519200,4,9,2,5,2,0.723,0.625,1.714,0
6984091,5,8,9,9,14,0.911,1.237,0.942,0
864351,1,7,3,4,12,0.327,0.63,1.099,1
7906518,7,9,1,8,3,0.262,1.098,1.291,0
1876477,7,3,2,9,10,0.366,0.971,0.174,0
949591,5,2,4,9,0,0.676,1.315,0.457,1
4917458,4,3,3,6,7,0.875,0.284,1.018,1
8865469,1,7,7,1,9,0.082,1.285,1.428,0
6656167,1,2,5,8,2,0.488,0.369,1.063,1
6341311,1,3,9,9,7,0.361,0.647,0.283,1
1593860,1,5,6,3,4,0.267,1.236,0.625,1
6639595,3,4,2,1,6,0.873,-0.268,0.812,1
3663031,3,3,2,8,2,0.873,0.282,0.201,1
5474554,8,6,7,2,12,0.456,1.392,0.485,0
9921222,5,2,1,5,8,0.572,1.088,1.18,0
8110588,5,6,5,4,4,0.717,1.142,0.073,0
