sector,stage,country,funding,team_size,team_experience,market_size_bn,burn_rate,revenue_growth,customer_count,nps_score,patent_count,competition_level,business_model_score,months_since_founding,runway_months,success
EdTech,Series C,Brazil,152783973,118,7,369.88,344267,0.55,25412,31,21,6,5,62,29,1
BioTech,Pre-Seed,Australia,107804,44,13,484.27,295024,4.34,14312,55,24,3,5,30,7,1
FinTech,Series C,Australia,115157827,113,5,228.01,444969,1.278,22119,-5,14,5,3,30,22,0
Cybersecurity,Seed,Brazil,1257600,116,8,414.85,666921,2.875,11804,-5,15,9,5,48,17,0
AI/ML,Pre-Seed,Israel,493443,28,14,487.55,63205,2.643,46545,60,12,8,5,73,16,1
E-Commerce,Pre-Seed,UK,234100,38,5,436.8,116948,2.696,10983,34,11,6,8,69,33,1
Gaming,Pre-Seed,Canada,480599,47,1,113.96,331954,3.561,29999,40,17,9,7,118,35,0
SaaS,Series B,Germany,27350251,114,9,4.51,385233,1.785,30557,74,28,2,8,88,32,1
E-Commerce,Seed,USA,2604417,36,4,246.29,598770,1.459,39758,58,17,9,5,57,3,0
AI/ML,Seed,USA,1309195,133,13,265.91,341336,4.235,28788,56,13,6,2,40,3,1
E-Commerce,Seed,Singapore,1755300,81,2,101.02,621442,0.944,31950,19,1,9,8,119,8,0
AI/ML,Pre-Seed,UK,65733,81,4,142.69,620354,0.737,3983,70,21,4,9,112,31,0
AI/ML,Seed,Germany,1398628,122,14,382.69,228480,-0.119,3768,0,1,5,2,110,9,0
CleanTech,Pre-Seed,USA,141038,148,13,235.44,525985,0.895,1504,45,2,2,1,20,5,0
EdTech,Series A,Germany,5396716,123,9,159.02,693690,2.496,2450,-13,28,3,6,78,28,1
Cybersecurity,Seed,Canada,2587560,82,2,311.5,419355,2.6,11236,50,23,1,3,97,15,0
CleanTech,Seed,Australia,1526281,120,4,326.55,138514,1.123,8002,-11,7,4,1,65,27,0
Gaming,Seed,Germany,1569634,59,2,384.81,14983,0.176,9891,36,10,2,6,105,31,0
CleanTech,Seed,USA,2843453,64,5,78.78,705269,3.672,38787,-17,11,2,8,7,18,1
HealthTech,Series C,Israel,160397553,101,3,370.89,205552,3.741,13898,22,3,1,9,46,4,1
HealthTech,Seed,UK,1501675,67,10,299.91,321173,4.989,10472,79,8,2,6,107,21,1
Cybersecurity,Pre-Seed,Brazil,212434,146,2,29.26,686689,4.48,15264,78,23,4,6,31,23,1
E-Commerce,Seed,India,2157528,86,14,388.83,656956,4.616,17691,42,16,6,1,109,22,1
EdTech,Pre-Seed,France,228428,138,9,191.85,177806,3.951,43487,22,23,7,5,102,1,0
Cybersecurity,Pre-Seed,France,127597,145,5,165.53,739714,3.001,32632,46,15,7,3,16,25,0
AI/ML,Series C,India,178971656,124,10,224.31,217526,0.468,33743,61,16,7,7,60,28,1
FinTech,Series A,Germany,13229657,3,5,173.41,249026,3.036,43016,30,14,4,9,46,11,1
EdTech,Series C,UK,154935809,107,1,169.47,651800,0.091,13002,35,19,5,6,20,22,0
EdTech,Seed,Germany,1124152,109,6,404.13,76786,4.404,46981,22,25,3,5,9,25,1
AI/ML,Seed,Brazil,2745772,73,13,62.69,276902,2.305,43386,3,21,1,7,89,21,1
AI/ML,Pre-Seed,UK,458294,127,7,485.31,374811,3.427,28250,75,6,8,9,99,20,1
SaaS,Pre-Seed,India,448635,58,1,277.69,470915,0.072,43388,13,9,7,5,64,16,0
Cybersecurity,Series A,Germany,7360866,82,9,91.87,642407,2.578,21323,38,28,9,5,47,28,1
AI/ML,Seed,Singapore,2804310,142,8,66.04,372301,1.367,3733,-19,3,4,4,18,29,0
HealthTech,Series A,USA,3976264,20,12,295.96,92673,1.282,41319,-19,23,5,5,66,26,1
Gaming,Series A,Israel,11323880,8,14,316.68,369783,1.826,2223,-11,23,5,7,39,2,1
FinTech,Pre-Seed,Australia,122255,138,14,26.99,162904,-0.197,16868,2,13,7,3,117,10,0
Cybersecurity,Seed,Israel,2101582,55,8,121.88,269111,2.227,34196,-6,13,9,4,27,13,0
BioTech,Series A,Brazil,9531423,105,7,397.83,649157,2.33,2080,55,13,8,9,11,15,1
HealthTech,Pre-Seed,Germany,218913,87,5,25.29,453881,4.288,13776,-4,24,7,2,57,9,0
E-Commerce,Series A,Canada,8185356,83,3,427.62,254944,2.132,695,61,13,1,8,30,27,1
AI/ML,Seed,UK,1238925,62,12,329.25,445078,1.69,32969,-7,21,6,9,11,8,1
BioTech,Pre-Seed,Germany,489876,88,14,217.49,291872,4.973,12049,60,19,9,5,14,6,1
AI/ML,Seed,UK,2965849,3,9,173.54,443073,2.77,15628,58,17,7,7,20,24,1
EdTech,Series C,Australia,52933865,32,14,10.11,431399,2.258,8265,55,14,1,6,93,3,1
HealthTech,Pre-Seed,Singapore,425595,34,7,412.69,491537,2.379,24671,-5,22,9,1,92,26,0
EdTech,Series A,Israel,10587145,81,11,71.79,793842,4.008,12460,11,25,3,8,58,21,1
SaaS,Pre-Seed,USA,312911,12,10,155.12,422156,1.572,3477,2,18,9,9,92,13,0
EdTech,Series A,Australia,11970922,129,10,284.77,659307,1.824,2202,13,26,4,1,76,11,0
SaaS,Series A,Australia,9147454,136,8,123.37,408496,3.731,48310,77,12,9,8,60,8,1
SaaS,Seed,Israel,645693,129,14,248.82,112548,0.18,23874,-5,11,8,3,83,14,0
BioTech,Seed,Australia,2149734,32,6,404.77,405380,4.299,47392,13,18,7,6,53,33,0
AI/ML,Series A,Canada,12299397,127,12,235.53,393433,2.037,41217,50,18,4,8,34,2,1
E-Commerce,Seed,Canada,1385621,48,14,474.51,495940,2.823,11850,12,19,9,5,90,1,1
EdTech,Series A,France,3561548,108,11,423.83,778813,3.739,39085,47,1,4,8,109,11,1
HealthTech,Pre-Seed,France,485714,20,14,166.85,401212,1.183,20809,22,28,1,7,50,6,1
SaaS,Series B,Canada,39840217,82,5,200.28,351768,4.43,5350,43,28,6,7,10,32,1
AI/ML,Series A,India,12093432,124,8,211.95,683765,4.892,2806,50,20,4,7,32,15,1
FinTech,Series B,Singapore,30276157,135,3,313.28,537109,2.37,7163,-3,2,3,9,28,12,1
Cybersecurity,Pre-Seed,UK,245991,108,12,143.75,327234,4.672,28832,47,9,5,6,26,29,1
BioTech,Seed,Singapore,2332500,50,13,484.64,425732,-0.194,185,40,4,3,6,29,22,1
E-Commerce,Seed,Brazil,685541,74,13,304.54,183602,4.45,40838,54,11,9,9,81,14,1
CleanTech,Seed,Australia,2614346,51,7,200.0,114273,1.417,24718,-1,28,6,6,94,19,1
BioTech,Seed,USA,2203728,82,2,322.68,266196,1.42,11545,-10,6,3,7,77,5,0
FinTech,Pre-Seed,Australia,93723,96,3,198.0,233626,0.986,25215,58,8,5,7,41,35,0
Cybersecurity,Series A,Singapore,6377136,13,13,408.99,220704,1.448,28325,25,1,8,2,68,25,0
FinTech,Seed,Canada,968451,24,12,284.14,246579,0.91,18458,43,24,8,8,53,9,0
EdTech,Pre-Seed,Israel,292113,55,2,21.46,404079,4.511,16006,60,9,6,6,75,7,0
SaaS,Series A,Brazil,14610634,119,5,88.79,550436,4.475,28544,77,5,5,4,52,18,1
E-Commerce,Seed,Canada,1083526,60,7,432.56,96545,0.331,32969,55,11,5,7,47,2,0
Gaming,Pre-Seed,Singapore,309425,4,11,281.67,64459,0.543,11284,7,5,1,8,89,10,1
SaaS,Series C,Israel,176339729,59,10,475.2,748705,4.282,38478,27,26,2,1,35,2,1
Gaming,Series B,USA,30835732,58,11,36.67,338333,1.874,27655,14,2,4,4,21,8,1
Cybersecurity,Seed,Singapore,2565331,146,11,147.98,527255,0.68,29143,-13,29,6,4,15,7,0
AI/ML,Pre-Seed,UK,350589,91,11,97.17,411345,2.455,15698,70,9,7,9,80,35,1
CleanTech,Series A,Germany,13481941,56,10,277.14,101954,1.967,34870,1,28,1,6,98,23,1
HealthTech,Seed,Israel,1130458,46,13,191.71,665803,0.94,9102,3,8,8,4,115,8,1
SaaS,Seed,Singapore,2468093,2,14,79.06,623667,3.548,1571,45,19,1,1,24,21,1
E-Commerce,Seed,Canada,2944913,22,1,321.55,293197,3.083,37893,74,4,9,8,22,33,1
FinTech,Seed,UK,2810634,22,13,268.38,506626,0.318,39465,65,2,4,9,99,1,1
E-Commerce,Seed,India,1295911,53,10,137.73,178276,4.612,21553,43,4,7,5,7,12,1
Cybersecurity,Seed,Israel,1099649,83,9,240.15,707600,2.704,18543,44,7,6,5,86,11,0
Gaming,Seed,UK,2225240,68,1,373.0,242415,1.101,28901,-7,7,9,8,80,30,0
FinTech,Series B,Canada,40594734,114,1,103.03,365893,0.873,14034,4,13,2,8,93,4,0
HealthTech,Seed,Singapore,581171,45,14,146.81,464318,0.507,27120,79,23,7,5,92,34,0
HealthTech,Series A,Australia,13862055,11,12,173.38,149363,2.008,1329,79,21,5,4,34,23,1
SaaS,Series B,USA,33960664,65,10,373.49,773942,0.505,41420,-18,16,7,6,32,32,1
Cybersecurity,Seed,Australia,1689138,70,8,423.54,288429,1.962,25382,-16,10,1,5,93,3,1
AI/ML,Seed,Germany,2749476,69,6,188.51,333733,0.574,3699,44,25,9,8,28,28,0
Cybersecurity,Seed,UK,2838687,29,6,148.66,23944,3.215,38795,33,15,1,9,84,4,1
Gaming,Seed,Germany,1880679,117,12,444.78,635329,3.883,10667,-2,27,5,1,111,12,1
E-Commerce,Series A,USA,12840850,52,9,499.68,588679,2.658,37591,76,5,8,9,89,24,1
HealthTech,Seed,UK,1283258,5,4,335.34,11607,3.336,42115,33,27,1,9,110,33,1
E-Commerce,Series C,France,135783079,80,8,495.0,270314,4.68,23459,73,10,7,6,113,3,1
E-Commerce,Pre-Seed,Canada,221999,18,4,330.15,12953,3.12,49649,55,9,2,5,90,4,0
E-Commerce,Pre-Seed,UK,281449,109,14,366.86,579229,1.694,6959,-11,22,7,7,6,30,1
HealthTech,Seed,Canada,1860573,75,2,194.63,736829,2.137,29581,77,29,7,8,107,6,0
BioTech,Pre-Seed,Australia,81826,24,11,216.77,516741,4.275,46384,-5,8,9,9,69,30,1
EdTech,Pre-Seed,Brazil,355023,19,8,72.5,735578,0.48,6210,25,27,6,9,45,8,1
Gaming,Seed,Israel,2261201,130,12,411.46,283298,1.494,12517,8,23,4,3,32,18,1
BioTech,Pre-Seed,Brazil,122361,36,7,465.56,674407,2.802,12620,-6,26,7,8,113,16,1
Gaming,Pre-Seed,Singapore,290028,65,4,311.91,622817,3.317,36744,27,27,7,1,18,6,0
FinTech,Series C,Israel,181289256,60,9,172.15,216946,3.77,22804,-10,23,4,7,73,24,1
Cybersecurity,Pre-Seed,Israel,90736,2,9,77.43,548611,1.455,30568,13,14,2,5,41,28,0
Cybersecurity,Series A,India,8529554,132,8,132.95,309837,0.558,17991,15,6,9,2,88,32,0
CleanTech,Series A,Israel,10518162,68,14,128.08,724090,4.765,8912,9,17,8,2,43,25,1
Cybersecurity,Series B,USA,30310432,38,1,306.96,271092,0.197,32527,78,0,5,8,33,28,0
HealthTech,Pre-Seed,Brazil,386399,30,7,472.55,361314,0.298,30863,52,14,5,5,51,21,0
AI/ML,Series B,Australia,17757398,90,5,24.61,429508,2.374,44827,61,1,1,3,15,8,0
SaaS,Seed,Canada,888742,101,7,1.01,507303,4.06,33458,-2,21,9,1,107,9,0
CleanTech,Seed,Singapore,2821945,123,12,300.29,579399,3.827,20407,47,28,8,7,43,21,1
SaaS,Seed,Israel,1142911,91,9,142.39,478897,4.676,12344,49,1,5,3,118,1,0
Gaming,Series A,Singapore,3676935,133,2,440.33,236325,0.536,36205,12,9,6,7,95,4,0
SaaS,Seed,Australia,2185124,15,13,163.96,311635,1.754,2355,75,19,8,2,30,10,1
SaaS,Series A,Singapore,14511913,132,14,145.22,583624,1.267,30893,59,14,6,4,110,26,1
CleanTech,Seed,Australia,932859,86,11,135.12,26905,4.277,749,54,9,4,2,66,3,1
FinTech,Series A,Israel,10793604,22,4,72.85,40273,2.339,19435,1,18,3,4,119,9,0
E-Commerce,Series C,Australia,117509936,27,4,290.97,135191,-0.06,45733,15,21,7,5,21,32,0
Cybersecurity,Pre-Seed,Israel,481385,42,2,84.52,388080,3.481,45615,2,27,2,8,89,3,1
Cybersecurity,Series C,India,85650069,123,3,212.6,167306,1.821,38526,42,27,7,2,113,4,0
HealthTech,Pre-Seed,India,216862,39,11,230.76,219957,2.562,18088,5,12,1,3,116,6,1
CleanTech,Pre-Seed,Australia,343132,89,14,10.74,76538,4.448,44405,39,29,5,5,74,9,1
HealthTech,Pre-Seed,India,388592,12,14,8.9,114570,1.135,38842,74,23,9,9,27,26,1
AI/ML,Seed,Canada,1456010,30,13,260.35,697933,1.049,46146,72,10,1,5,40,2,1
AI/ML,Seed,Canada,1243264,61,8,348.17,272025,1.169,24403,-16,21,8,9,104,2,1
HealthTech,Pre-Seed,India,455521,62,12,471.1,393276,1.558,47297,33,1,9,4,101,21,0
CleanTech,Pre-Seed,India,191041,148,9,89.97,205392,0.358,38042,17,20,9,5,92,22,0
HealthTech,Series B,France,22742237,23,6,52.08,138993,3.426,46775,41,26,8,9,5,3,1
Cybersecurity,Series A,France,9749977,79,10,26.52,233112,0.878,39177,4,12,4,4,4,35,1
BioTech,Series A,Israel,3419503,114,2,218.3,221588,4.616,39056,77,21,7,5,7,33,0
EdTech,Series B,Australia,21488000,124,2,311.76,706713,0.922,22713,-9,24,1,5,63,15,0
SaaS,Series A,Germany,10586544,143,7,420.36,157083,1.129,885,1,21,7,4,22,11,0
EdTech,Pre-Seed,Germany,290037,45,8,341.48,93537,1.345,33632,-12,25,6,4,78,10,0
CleanTech,Seed,India,658253,145,8,104.58,595273,3.796,39685,63,20,5,5,40,14,1
EdTech,Series A,Singapore,12058353,98,14,231.15,551332,2.024,11686,8,0,1,6,82,2,1
AI/ML,Pre-Seed,India,394741,78,6,455.22,441508,4.061,3054,23,25,8,7,103,29,1
Gaming,Series A,France,6211369,141,10,163.71,656592,3.881,8977,72,4,1,6,104,35,1
SaaS,Pre-Seed,Israel,356391,56,8,249.62,146322,4.633,25032,6,20,1,1,38,20,1
E-Commerce,Seed,India,2159537,52,14,479.3,268116,3.734,48967,34,21,3,2,48,21,1
CleanTech,Seed,Brazil,1779898,103,1,367.49,43087,0.07,8536,60,6,8,7,95,34,0
SaaS,Seed,Singapore,2864840,30,9,374.0,85952,4.154,15070,-16,12,8,3,101,33,1
EdTech,Seed,Brazil,1271143,70,13,126.54,756055,4.678,16937,31,12,7,2,115,19,1
AI/ML,Series A,Israel,9697947,81,12,207.64,46368,4.967,21500,-8,19,5,6,39,8,1
FinTech,Pre-Seed,Israel,286361,32,1,41.63,654936,0.451,40451,21,22,8,4,56,31,0
BioTech,Pre-Seed,Canada,113248,113,13,303.46,100693,2.989,49939,-6,20,2,5,23,11,1
E-Commerce,Series B,UK,16461433,47,3,52.31,464256,0.837,10011,58,5,8,6,23,8,0
BioTech,Series A,Brazil,6348549,98,12,418.04,593188,1.165,48039,-3,19,2,3,94,25,1
SaaS,Pre-Seed,Canada,305949,53,9,407.37,388630,3.677,8896,29,11,5,1,72,20,1
AI/ML,Series A,France,12714933,139,11,267.04,710526,4.884,29799,-19,7,4,3,86,7,1
AI/ML,Pre-Seed,USA,100713,75,5,71.01,232182,2.893,14582,66,8,1,3,62,13,0
EdTech,Seed,Singapore,1886123,42,9,13.28,166405,4.223,39958,-8,17,5,6,38,10,0
Cybersecurity,Pre-Seed,USA,370610,78,9,398.46,632087,-0.154,41912,47,27,7,4,79,8,0
EdTech,Series A,Australia,4576845,132,6,300.27,141016,-0.01,814,26,10,1,7,106,20,0
Cybersecurity,Series A,France,3988722,115,11,355.61,239147,2.903,9740,68,19,2,2,13,17,1
Cybersecurity,Pre-Seed,France,427775,53,1,152.25,622545,1.823,24719,54,10,9,4,90,11,0
E-Commerce,Series B,USA,18527110,88,10,254.99,58070,4.427,35545,29,23,5,8,85,16,1
EdTech,Seed,Brazil,595335,110,7,373.71,410337,1.37,20150,-9,23,7,6,89,32,1
FinTech,Pre-Seed,UK,157441,142,14,231.55,680037,2.047,4958,-8,14,2,3,33,26,1
HealthTech,Pre-Seed,Brazil,66984,70,6,300.89,721921,2.545,3825,-12,8,7,2,103,9,0
HealthTech,Pre-Seed,USA,175580,121,9,394.97,485125,1.22,14800,38,2,7,3,39,35,0
EdTech,Pre-Seed,Australia,423460,68,7,108.0,47664,4.524,9999,24,16,7,1,62,3,0
EdTech,Seed,Brazil,591656,62,14,33.43,518034,2.216,20854,49,24,5,1,63,31,1
BioTech,Series A,Germany,5162766,72,12,266.15,797725,2.006,45732,22,16,9,2,69,7,1
E-Commerce,Seed,Brazil,2764115,31,11,31.53,508477,4.219,27315,53,2,2,3,100,2,1
EdTech,Pre-Seed,Israel,403153,147,12,383.4,321356,1.422,39540,2,18,4,9,31,25,1
BioTech,Pre-Seed,Canada,483048,97,13,359.75,85276,4.051,9481,58,8,2,8,69,12,1
Cybersecurity,Pre-Seed,Singapore,357980,57,4,440.92,75231,0.436,48505,24,16,8,9,81,30,0
AI/ML,Seed,Brazil,2479442,54,7,319.96,642565,0.751,17246,2,22,1,7,73,30,1
AI/ML,Series A,UK,7101153,8,2,34.07,180116,4.744,22601,13,17,9,7,69,29,0
Cybersecurity,Pre-Seed,UK,308789,98,6,126.95,293891,4.181,10677,-5,22,5,5,113,11,0
CleanTech,Series A,Brazil,12370622,114,6,404.06,771816,1.817,29552,42,14,3,7,109,23,1
BioTech,Series B,India,15862839,126,2,83.98,476725,3.12,22322,30,0,4,4,18,17,0
BioTech,Seed,France,2182245,133,14,349.39,433345,4.703,2355,11,28,1,5,47,13,1
Cybersecurity,Series A,Brazil,4064367,122,4,390.24,272181,0.902,9157,17,25,3,1,36,33,0
FinTech,Seed,France,1606623,39,8,165.39,107847,0.107,35163,35,9,8,4,86,1,0
Gaming,Seed,Germany,734898,123,8,161.49,638030,2.595,25914,48,7,2,3,46,13,0
SaaS,Seed,USA,961122,27,13,279.12,787725,0.542,33292,-4,9,2,2,119,3,0
Cybersecurity,Seed,Germany,1175025,130,8,430.71,58503,0.774,561,65,28,9,2,105,16,0
EdTech,Pre-Seed,Brazil,120246,5,8,112.34,512376,4.436,8167,18,25,5,8,99,7,1
EdTech,Seed,UK,1783531,40,1,470.66,305385,-0.162,16184,20,1,5,1,80,3,0
E-Commerce,Pre-Seed,India,398292,55,2,299.76,368315,4.047,24497,27,18,1,8,44,14,1
Cybersecurity,Seed,Australia,1948586,34,12,496.07,680194,2.488,23800,61,13,6,9,37,16,1
E-Commerce,Pre-Seed,France,82888,21,4,45.26,484329,2.708,37432,7,7,8,6,77,4,0
Cybersecurity,Series B,Canada,32584256,17,12,63.72,269966,3.293,1205,56,18,6,1,86,31,1
BioTech,Series A,France,9634586,128,9,413.41,692550,2.044,12039,29,0,7,7,32,13,1
SaaS,Seed,Israel,1537886,88,3,432.45,82832,0.401,45161,-20,15,4,5,55,27,0
BioTech,Pre-Seed,Singapore,396140,83,14,223.01,293527,0.335,35006,29,24,2,9,60,1,1
Gaming,Series B,Brazil,22920337,63,6,357.18,776334,3.723,17544,-2,23,1,7,30,25,1
AI/ML,Series A,Germany,5154828,32,7,433.84,396435,0.949,12987,77,14,6,5,17,11,0
HealthTech,Series A,Canada,8778728,43,8,22.04,773389,-0.054,5239,38,19,9,2,40,9,0
Cybersecurity,Pre-Seed,UK,497617,13,13,287.19,799106,4.894,44785,47,23,5,4,52,7,1
Gaming,Seed,UK,1599044,66,7,426.81,386244,4.898,23358,46,29,2,2,15,14,1
AI/ML,Pre-Seed,UK,213535,74,3,199.38,381513,1.766,49223,20,4,1,9,113,30,0
CleanTech,Pre-Seed,Australia,474879,132,6,151.54,557108,-0.067,17138,-11,2,3,2,37,24,0
SaaS,Series A,Israel,11371223,116,5,397.96,750400,3.582,22984,7,16,4,2,113,3,1
E-Commerce,Series A,UK,14471970,138,13,168.23,428882,4.121,28428,13,28,7,2,26,27,1
E-Commerce,Seed,UK,951989,107,12,2.09,53794,0.45,9096,18,9,9,1,67,1,0
BioTech,Series B,Brazil,30724345,17,10,479.81,138544,0.504,47582,62,4,8,9,108,26,1
EdTech,Seed,Israel,1217997,79,4,296.27,47555,4.076,24536,35,10,9,8,90,6,0
AI/ML,Seed,India,2644751,126,1,409.85,720568,4.594,46059,31,5,7,2,93,12,0
CleanTech,Seed,India,648469,132,14,412.74,464788,3.912,2621,79,3,8,2,20,35,1
Gaming,Series B,Israel,35947771,142,13,33.67,50262,0.844,35958,-18,6,8,5,60,10,0
SaaS,Pre-Seed,Singapore,95406,131,7,85.84,752021,1.94,3948,2,18,1,4,28,9,0
AI/ML,Series B,Australia,28699048,113,8,155.9,426432,2.924,1287,-4,6,9,2,31,23,1
CleanTech,Series A,Canada,3516394,128,2,160.69,471333,0.634,23902,50,13,2,8,74,30,0
HealthTech,Pre-Seed,France,154143,22,7,329.56,746496,0.895,47358,5,16,7,8,46,22,1
Cybersecurity,Seed,Brazil,2590825,148,6,311.75,302428,1.271,21164,-3,22,5,4,92,9,0
E-Commerce,Series B,USA,26092722,90,5,247.55,685531,2.449,15668,25,16,4,4,7,19,1
Gaming,Seed,India,1798071,48,13,106.03,433751,2.456,1772,49,12,1,9,35,8,1
E-Commerce,Series B,Israel,45459094,86,4,191.3,99023,4.034,32238,10,26,1,4,106,4,0
Gaming,Series B,Canada,22249127,129,2,272.03,217012,3.716,38968,72,0,3,9,7,5,1
BioTech,Seed,Israel,1032249,73,10,234.26,174772,4.551,15762,-12,1,1,3,115,19,1
EdTech,Seed,France,2590178,43,6,64.08,486799,4.131,35906,14,17,8,2,113,18,1
Gaming,Series B,Canada,47845567,10,5,324.93,51516,1.12,7213,60,3,3,8,38,29,1
E-Commerce,Series A,India,4129775,26,2,36.99,287721,1.523,14941,39,12,2,3,79,19,0
BioTech,Pre-Seed,UK,310928,3,10,189.41,265623,2.402,30345,55,0,6,2,83,6,0
Gaming,Pre-Seed,Israel,149764,20,7,355.16,549303,-0.126,35184,42,3,4,8,15,5,0
HealthTech,Seed,USA,2547298,21,6,10.5,101104,4.5,15964,79,1,4,8,27,5,0
EdTech,Series B,India,49725365,71,12,285.21,386556,0.031,26855,31,3,2,5,60,8,1
Gaming,Series A,Germany,4391449,18,11,167.59,363884,1.477,17968,27,15,2,9,4,27,1
BioTech,Series A,USA,5518929,125,9,4.91,762644,2.76,1046,40,3,6,6,90,18,0
AI/ML,Pre-Seed,Singapore,362712,90,11,95.6,424452,2.493,14909,3,24,5,5,38,26,1
FinTech,Pre-Seed,Australia,421493,95,10,470.5,338784,3.203,13578,53,8,9,3,27,16,1
CleanTech,Series B,India,32636950,85,5,260.81,617478,2.543,23368,37,16,4,7,36,22,1
FinTech,Pre-Seed,UK,144968,132,9,498.61,139516,0.991,28599,43,20,5,9,14,23,1
FinTech,Pre-Seed,India,210576,88,9,262.65,183441,0.846,5719,9,22,1,4,21,3,0
SaaS,Pre-Seed,France,428260,52,13,272.2,669006,4.518,15960,8,19,2,7,116,3,1
HealthTech,Series A,Canada,4872154,83,1,196.23,97007,1.173,23606,-11,27,3,3,108,12,0
AI/ML,Series B,Israel,15913605,9,5,155.37,691266,1.261,48366,18,20,5,2,96,23,0
Cybersecurity,Pre-Seed,Canada,438086,122,9,126.15,752003,1.947,15624,34,1,5,1,39,11,0
Gaming,Seed,Canada,2010399,5,7,172.04,57728,0.525,39179,7,2,4,6,109,29,0
CleanTech,Seed,India,516939,87,6,230.2,519958,2.438,40842,-3,22,3,5,3,6,0
EdTech,Series C,France,128038555,129,6,96.4,19145,3.258,10352,20,25,9,2,62,16,0
AI/ML,Pre-Seed,Israel,356604,111,11,112.83,622866,3.887,30885,60,28,1,3,69,34,1
E-Commerce,Seed,Israel,2532656,100,7,136.14,28226,3.5,15003,54,14,6,9,51,11,0
Cybersecurity,Seed,Canada,2796446,38,1,224.91,274946,0.568,9223,44,6,7,3,92,11,0
SaaS,Series B,Singapore,22221626,72,4,326.58,558407,2.172,31433,60,3,4,7,81,25,0
SaaS,Seed,Australia,2659271,34,13,428.15,73560,0.001,12718,79,11,3,1,48,19,1
AI/ML,Pre-Seed,France,216393,32,1,143.92,67353,-0.107,1315,79,0,8,7,113,32,0
BioTech,Seed,Singapore,1958251,126,6,92.27,255741,2.089,21553,25,16,9,9,50,8,0
FinTech,Series A,Brazil,8198054,13,14,189.73,758081,1.115,24682,39,3,1,8,94,12,1
E-Commerce,Pre-Seed,Brazil,268827,12,13,447.24,395145,3.353,19464,-12,3,9,7,70,35,1
SaaS,Series B,USA,42413661,89,4,5.43,465342,3.566,41704,24,21,7,8,21,6,1
CleanTech,Pre-Seed,Canada,158612,73,1,339.1,605929,4.456,31419,39,22,1,4,90,21,0
SaaS,Seed,Israel,877224,33,9,238.84,61712,3.756,13767,7,24,7,2,42,26,1
EdTech,Seed,India,2418036,58,12,80.94,455405,0.051,6466,76,8,5,9,8,1,1
Gaming,Series A,Israel,7453722,87,4,160.85,664373,1.732,31028,-18,25,7,3,82,17,0
SaaS,Seed,Israel,2626832,20,12,112.86,340429,1.22,47953,30,27,9,4,98,35,0
EdTech,Series B,UK,23623041,117,6,438.98,125278,1.808,37858,-13,27,8,7,96,27,1
AI/ML,Series A,Israel,13414807,15,13,241.2,519272,0.632,4240,49,20,6,2,65,2,1
AI/ML,Seed,USA,864446,34,7,281.77,708309,0.308,31459,38,9,2,8,37,1,0
Cybersecurity,Series A,Singapore,9759072,11,8,297.05,175201,2.509,25396,40,26,8,8,74,10,1
SaaS,Series A,Brazil,3448934,81,12,319.99,636365,3.546,16795,37,18,4,5,63,31,1
CleanTech,Pre-Seed,Israel,86445,65,13,248.03,744391,3.45,24689,49,18,8,9,7,5,1
SaaS,Seed,Israel,1547725,69,11,9.43,466770,2.145,14910,72,14,7,8,39,13,1
CleanTech,Series B,UK,20772964,93,9,167.69,274208,2.516,2446,-9,21,4,1,78,24,0
HealthTech,Pre-Seed,France,359362,126,9,92.34,629902,2.485,3346,-12,16,8,9,91,27,0
Cybersecurity,Series A,India,8644219,81,8,340.23,192639,3.396,45179,28,6,2,5,99,1,1
HealthTech,Series C,France,61296266,60,10,28.82,127639,0.049,49237,62,2,9,9,105,20,1
SaaS,Pre-Seed,India,428232,98,11,282.12,302155,3.491,40517,-4,4,6,9,90,8,1
Cybersecurity,Series A,Australia,12860225,20,12,105.71,343296,2.827,4142,33,15,7,3,13,3,1
HealthTech,Seed,Israel,1323271,23,12,474.45,738871,0.83,16070,23,22,1,8,108,32,1
FinTech,Seed,UK,2442120,10,14,168.1,20960,0.055,46955,11,6,3,7,101,25,1
SaaS,Pre-Seed,Germany,439658,10,3,162.95,496744,0.364,7087,14,15,5,7,42,25,0
HealthTech,Pre-Seed,Canada,118322,28,12,461.73,131789,2.528,23752,57,8,7,2,67,14,1
FinTech,Series A,Brazil,14328513,18,2,208.97,331064,3.744,15635,28,0,1,2,10,27,0
FinTech,Series A,Singapore,11094566,46,5,481.45,418540,1.54,22218,33,2,9,2,89,32,0
AI/ML,Series A,Brazil,10311460,9,1,12.57,598248,1.771,31873,-5,24,5,2,86,27,0
SaaS,Seed,Singapore,2182964,147,3,153.52,132994,4.658,48575,64,7,3,4,98,4,0
FinTech,Pre-Seed,Australia,469204,126,1,333.26,304772,0.908,42965,-9,17,7,7,13,11,0
AI/ML,Series A,France,3821939,124,13,445.48,740456,0.339,45039,67,23,8,2,73,3,0
HealthTech,Pre-Seed,USA,149244,34,3,128.57,473675,1.586,49955,77,23,3,5,60,25,0
EdTech,Series B,Israel,42650908,2,13,465.27,704595,3.679,14724,-13,17,7,7,96,24,1
SaaS,Series A,Germany,14891731,7,4,297.26,359005,3.056,31351,0,23,7,9,50,9,0
Cybersecurity,Series A,Singapore,10470396,42,7,400.6,37949,1.962,31433,27,18,4,8,105,8,1
